bed1,bed2,jaccA,jaccB
CTCF_hg38_c3.bed,ZNF44_hg38_c3.bed,0.094566,0.128648
BRCA1_hg38_c3.bed,ZNF454_hg38_c3.bed,0.001116,0.001332
CTCF_hg38_c3.bed,ZNF454_hg38_c3.bed,0.000187,0.000244
BRCA1_hg38_c3.bed,ZNF460_hg38_c3.bed,0.004872,0.005935
CTCF_hg38_c3.bed,ZNF460_hg38_c3.bed,0.000727,0.000976
BRCA1_hg38_c3.bed,ZNF462_hg38_c3.bed,0.016140,0.020996
CTCF_hg38_c3.bed,ZNF462_hg38_c3.bed,0.020049,0.025797
BRCA1_hg38_c3.bed,ZNF467_hg38_c3.bed,0.102563,0.131907
CTCF_hg38_c3.bed,ZNF467_hg38_c3.bed,0.040251,0.055826
BRCA1_hg38_c3.bed,ZNF468_hg38_c3.bed,0.035134,0.042425
CTCF_hg38_c3.bed,ZNF468_hg38_c3.bed,0.007606,0.010048
BRCA1_hg38_c3.bed,ZNF473_hg38_c3.bed,0.001797,0.002177
CTCF_hg38_c3.bed,ZNF473_hg38_c3.bed,0.001406,0.001863
BRCA1_hg38_c3.bed,ZNF479_hg38_c3.bed,0.060583,0.082740
CTCF_hg38_c3.bed,ZNF479_hg38_c3.bed,0.025606,0.034055
BRCA1_hg38_c3.bed,ZNF480_hg38_c3.bed,0.001114,0.001457
CTCF_hg38_c3.bed,ZNF480_hg38_c3.bed,0.000232,0.000311
BRCA1_hg38_c3.bed,ZNF483_hg38_c3.bed,0.001385,0.001716
CTCF_hg38_c3.bed,ZNF483_hg38_c3.bed,0.000471,0.000604
BRCA1_hg38_c3.bed,ZNF484_hg38_c3.bed,0.000696,0.000908
CTCF_hg38_c3.bed,ZNF484_hg38_c3.bed,0.000179,0.000246
BRCA1_hg38_c3.bed,ZNF485_hg38_c3.bed,0.004858,0.006126
CTCF_hg38_c3.bed,ZNF485_hg38_c3.bed,0.002557,0.003164
BRCA1_hg38_c3.bed,ZNF487_hg38_c3.bed,0.000614,0.000589
CTCF_hg38_c3.bed,ZNF487_hg38_c3.bed,0.000363,0.000401
BRCA1_hg38_c3.bed,ZNF488_hg38_c3.bed,0.009280,0.011799
CTCF_hg38_c3.bed,ZNF488_hg38_c3.bed,0.002064,0.002968
BRCA1_hg38_c3.bed,ZNF48_hg38_c3.bed,0.015854,0.020288
CTCF_hg38_c3.bed,ZNF48_hg38_c3.bed,0.005916,0.007742
BRCA1_hg38_c3.bed,ZNF490_hg38_c3.bed,0.006253,0.008134
CTCF_hg38_c3.bed,ZNF490_hg38_c3.bed,0.003742,0.004663
BRCA1_hg38_c3.bed,ZNF491_hg38_c3.bed,0.001029,0.001196
CTCF_hg38_c3.bed,ZNF491_hg38_c3.bed,0.000227,0.000312
BRCA1_hg38_c3.bed,ZNF492_hg38_c3.bed,0.000381,0.000479
CTCF_hg38_c3.bed,ZNF492_hg38_c3.bed,0.000237,0.000288
BRCA1_hg38_c3.bed,ZNF493_hg38_c3.bed,0.001179,0.001570
CTCF_hg38_c3.bed,ZNF493_hg38_c3.bed,0.000375,0.000498
BRCA1_hg38_c3.bed,ZNF496_hg38_c3.bed,0.003228,0.003748
CTCF_hg38_c3.bed,ZNF496_hg38_c3.bed,0.004428,0.005071
BRCA1_hg38_c3.bed,ZNF501_hg38_c3.bed,0.161272,0.203095
CTCF_hg38_c3.bed,ZNF501_hg38_c3.bed,0.069392,0.096836
BRCA1_hg38_c3.bed,ZNF502_hg38_c3.bed,0.001096,0.001329
CTCF_hg38_c3.bed,ZNF502_hg38_c3.bed,0.000285,0.000358
BRCA1_hg38_c3.bed,ZNF503_hg38_c3.bed,0.105290,0.132465
CTCF_hg38_c3.bed,ZNF503_hg38_c3.bed,0.020456,0.029656
BRCA1_hg38_c3.bed,ZNF506_hg38_c3.bed,0.009017,0.011843
CTCF_hg38_c3.bed,ZNF506_hg38_c3.bed,0.003747,0.004873
BRCA1_hg38_c3.bed,ZNF507_hg38_c3.bed,0.033800,0.043600
CTCF_hg38_c3.bed,ZNF507_hg38_c3.bed,0.009250,0.013326
BRCA1_hg38_c3.bed,ZNF510_hg38_c3.bed,0.004912,0.006401
CTCF_hg38_c3.bed,ZNF510_hg38_c3.bed,0.001219,0.001709
BRCA1_hg38_c3.bed,ZNF512B_hg38_c3.bed,0.054949,0.070895
CTCF_hg38_c3.bed,ZNF512B_hg38_c3.bed,0.017352,0.023802
BRCA1_hg38_c3.bed,ZNF512_hg38_c3.bed,0.053877,0.071051
CTCF_hg38_c3.bed,ZNF512_hg38_c3.bed,0.021283,0.029078
BRCA1_hg38_c3.bed,ZNF513_hg38_c3.bed,0.043013,0.054444
CTCF_hg38_c3.bed,ZNF513_hg38_c3.bed,0.009864,0.013636
BRCA1_hg38_c3.bed,ZNF514_hg38_c3.bed,0.001060,0.001367
CTCF_hg38_c3.bed,ZNF514_hg38_c3.bed,0.000314,0.000413
BRCA1_hg38_c3.bed,ZNF518A_hg38_c3.bed,0.102058,0.138828
CTCF_hg38_c3.bed,ZNF518A_hg38_c3.bed,0.019337,0.029634
BRCA1_hg38_c3.bed,ZNF519_hg38_c3.bed,0.079681,0.098643
CTCF_hg38_c3.bed,ZNF519_hg38_c3.bed,0.017322,0.023359
BRCA1_hg38_c3.bed,ZNF521_hg38_c3.bed,0.000618,0.000750
CTCF_hg38_c3.bed,ZNF521_hg38_c3.bed,0.000858,0.001152
BRCA1_hg38_c3.bed,ZNF524_hg38_c3.bed,0.133759,0.171821
CTCF_hg38_c3.bed,ZNF524_hg38_c3.bed,0.021012,0.030607
BRCA1_hg38_c3.bed,ZNF527_hg38_c3.bed,0.000769,0.001044
CTCF_hg38_c3.bed,ZNF527_hg38_c3.bed,0.000112,0.000167
BRCA1_hg38_c3.bed,ZNF528_hg38_c3.bed,0.119460,0.160486
CTCF_hg38_c3.bed,ZNF528_hg38_c3.bed,0.054421,0.076248
BRCA1_hg38_c3.bed,ZNF529_hg38_c3.bed,0.003224,0.003857
CTCF_hg38_c3.bed,ZNF529_hg38_c3.bed,0.000861,0.001131
BRCA1_hg38_c3.bed,ZNF530_hg38_c3.bed,0.004010,0.005418
CTCF_hg38_c3.bed,ZNF530_hg38_c3.bed,0.001000,0.001384
BRCA1_hg38_c3.bed,ZNF532_hg38_c3.bed,0.004740,0.006105
CTCF_hg38_c3.bed,ZNF532_hg38_c3.bed,0.007404,0.008889
BRCA1_hg38_c3.bed,ZNF534_hg38_c3.bed,0.067769,0.089208
CTCF_hg38_c3.bed,ZNF534_hg38_c3.bed,0.030049,0.039147
BRCA1_hg38_c3.bed,ZNF540_hg38_c3.bed,0.000384,0.000476
CTCF_hg38_c3.bed,ZNF540_hg38_c3.bed,0.000054,0.000077
BRCA1_hg38_c3.bed,ZNF543_hg38_c3.bed,0.007806,0.009595
CTCF_hg38_c3.bed,ZNF543_hg38_c3.bed,0.001379,0.001854
BRCA1_hg38_c3.bed,ZNF544_hg38_c3.bed,0.001268,0.001513
CTCF_hg38_c3.bed,ZNF544_hg38_c3.bed,0.000883,0.001177
BRCA1_hg38_c3.bed,ZNF547_hg38_c3.bed,0.033925,0.043145
CTCF_hg38_c3.bed,ZNF547_hg38_c3.bed,0.006645,0.009252
BRCA1_hg38_c3.bed,ZNF548_hg38_c3.bed,0.006882,0.009012
CTCF_hg38_c3.bed,ZNF548_hg38_c3.bed,0.001770,0.002426
BRCA1_hg38_c3.bed,ZNF549_hg38_c3.bed,0.044582,0.059349
CTCF_hg38_c3.bed,ZNF549_hg38_c3.bed,0.011653,0.016892
BRCA1_hg38_c3.bed,ZNF550_hg38_c3.bed,0.125363,0.162803
CTCF_hg38_c3.bed,ZNF550_hg38_c3.bed,0.069001,0.091811
BRCA1_hg38_c3.bed,ZNF554_hg38_c3.bed,0.122284,0.156164
CTCF_hg38_c3.bed,ZNF554_hg38_c3.bed,0.040160,0.058193
BRCA1_hg38_c3.bed,ZNF555_hg38_c3.bed,0.003033,0.003847
CTCF_hg38_c3.bed,ZNF555_hg38_c3.bed,0.001255,0.001557
BRCA1_hg38_c3.bed,ZNF557_hg38_c3.bed,0.007148,0.009626
CTCF_hg38_c3.bed,ZNF557_hg38_c3.bed,0.001257,0.001840
BRCA1_hg38_c3.bed,ZNF558_hg38_c3.bed,0.062320,0.081616
CTCF_hg38_c3.bed,ZNF558_hg38_c3.bed,0.015077,0.021681
BRCA1_hg38_c3.bed,ZNF560_hg38_c3.bed,0.002336,0.003228
CTCF_hg38_c3.bed,ZNF560_hg38_c3.bed,0.000675,0.000936
BRCA1_hg38_c3.bed,ZNF561_hg38_c3.bed,0.167852,0.210908
CTCF_hg38_c3.bed,ZNF561_hg38_c3.bed,0.041281,0.059820
BRCA1_hg38_c3.bed,ZNF563_hg38_c3.bed,0.008347,0.011251
CTCF_hg38_c3.bed,ZNF563_hg38_c3.bed,0.003086,0.004082
BRCA1_hg38_c3.bed,ZNF565_hg38_c3.bed,0.006629,0.008456
CTCF_hg38_c3.bed,ZNF565_hg38_c3.bed,0.001926,0.002491
BRCA1_hg38_c3.bed,ZNF566_hg38_c3.bed,0.002251,0.002707
CTCF_hg38_c3.bed,ZNF566_hg38_c3.bed,0.000279,0.000381
BRCA1_hg38_c3.bed,ZNF567_hg38_c3.bed,0.000465,0.000535
CTCF_hg38_c3.bed,ZNF567_hg38_c3.bed,0.000226,0.000267
BRCA1_hg38_c3.bed,ZNF570_hg38_c3.bed,0.000157,0.000210
CTCF_hg38_c3.bed,ZNF570_hg38_c3.bed,0.000024,0.000039
BRCA1_hg38_c3.bed,ZNF571_hg38_c3.bed,0.004861,0.006130
CTCF_hg38_c3.bed,ZNF571_hg38_c3.bed,0.001396,0.001934
BRCA1_hg38_c3.bed,ZNF572_hg38_c3.bed,0.111468,0.146468
CTCF_hg38_c3.bed,ZNF572_hg38_c3.bed,0.049667,0.067161
BRCA1_hg38_c3.bed,ZNF573_hg38_c3.bed,0.012800,0.016461
CTCF_hg38_c3.bed,ZNF573_hg38_c3.bed,0.008985,0.011173
BRCA1_hg38_c3.bed,ZNF574_hg38_c3.bed,0.162901,0.207434
CTCF_hg38_c3.bed,ZNF574_hg38_c3.bed,0.039825,0.058934
BRCA1_hg38_c3.bed,ZNF577_hg38_c3.bed,0.049327,0.065609
CTCF_hg38_c3.bed,ZNF577_hg38_c3.bed,0.009219,0.013521
BRCA1_hg38_c3.bed,ZNF579_hg38_c3.bed,0.089104,0.115423
CTCF_hg38_c3.bed,ZNF579_hg38_c3.bed,0.022381,0.032392
BRCA1_hg38_c3.bed,ZNF57_hg38_c3.bed,0.133009,0.171313
CTCF_hg38_c3.bed,ZNF57_hg38_c3.bed,0.094215,0.127537
BRCA1_hg38_c3.bed,ZNF580_hg38_c3.bed,0.124146,0.162711
CTCF_hg38_c3.bed,ZNF580_hg38_c3.bed,0.033455,0.047925
BRCA1_hg38_c3.bed,ZNF582_hg38_c3.bed,0.001925,0.002286
CTCF_hg38_c3.bed,ZNF582_hg38_c3.bed,0.000648,0.000791
BRCA1_hg38_c3.bed,ZNF583_hg38_c3.bed,0.059423,0.074565
CTCF_hg38_c3.bed,ZNF583_hg38_c3.bed,0.013032,0.018725
BRCA1_hg38_c3.bed,ZNF584_hg38_c3.bed,0.008415,0.010769
CTCF_hg38_c3.bed,ZNF584_hg38_c3.bed,0.002718,0.003923
BRCA1_hg38_c3.bed,ZNF585A_hg38_c3.bed,0.012975,0.017256
CTCF_hg38_c3.bed,ZNF585A_hg38_c3.bed,0.004020,0.005545
BRCA1_hg38_c3.bed,ZNF585B_hg38_c3.bed,0.006927,0.008785
CTCF_hg38_c3.bed,ZNF585B_hg38_c3.bed,0.002137,0.002753
BRCA1_hg38_c3.bed,ZNF586_hg38_c3.bed,0.005251,0.006801
CTCF_hg38_c3.bed,ZNF586_hg38_c3.bed,0.001407,0.001970
BRCA1_hg38_c3.bed,ZNF587_hg38_c3.bed,0.000950,0.001224
CTCF_hg38_c3.bed,ZNF587_hg38_c3.bed,0.000450,0.000537
BRCA1_hg38_c3.bed,ZNF589_hg38_c3.bed,0.023697,0.030166
CTCF_hg38_c3.bed,ZNF589_hg38_c3.bed,0.007508,0.010920
BRCA1_hg38_c3.bed,ZNF592_hg38_c3.bed,0.090946,0.113866
CTCF_hg38_c3.bed,ZNF592_hg38_c3.bed,0.041585,0.058266
BRCA1_hg38_c3.bed,ZNF595_hg38_c3.bed,0.001986,0.002528
CTCF_hg38_c3.bed,ZNF595_hg38_c3.bed,0.000267,0.000384
BRCA1_hg38_c3.bed,ZNF596_hg38_c3.bed,0.046873,0.057811
CTCF_hg38_c3.bed,ZNF596_hg38_c3.bed,0.012793,0.016991
BRCA1_hg38_c3.bed,ZNF597_hg38_c3.bed,0.017452,0.021647
CTCF_hg38_c3.bed,ZNF597_hg38_c3.bed,0.007207,0.010089
BRCA1_hg38_c3.bed,ZNF598_hg38_c3.bed,0.142724,0.183647
CTCF_hg38_c3.bed,ZNF598_hg38_c3.bed,0.057725,0.081011
BRCA1_hg38_c3.bed,ZNF605_hg38_c3.bed,0.008602,0.011175
CTCF_hg38_c3.bed,ZNF605_hg38_c3.bed,0.004569,0.005876
BRCA1_hg38_c3.bed,ZNF609_hg38_c3.bed,0.126903,0.157107
CTCF_hg38_c3.bed,ZNF609_hg38_c3.bed,0.030416,0.043275
BRCA1_hg38_c3.bed,ZNF610_hg38_c3.bed,0.126924,0.163411
CTCF_hg38_c3.bed,ZNF610_hg38_c3.bed,0.020997,0.030925
BRCA1_hg38_c3.bed,ZNF611_hg38_c3.bed,0.008559,0.011396
CTCF_hg38_c3.bed,ZNF611_hg38_c3.bed,0.001618,0.002306
BRCA1_hg38_c3.bed,ZNF613_hg38_c3.bed,0.002394,0.003073
CTCF_hg38_c3.bed,ZNF613_hg38_c3.bed,0.000533,0.000749
BRCA1_hg38_c3.bed,ZNF614_hg38_c3.bed,0.000506,0.000708
CTCF_hg38_c3.bed,ZNF614_hg38_c3.bed,0.000103,0.000159
BRCA1_hg38_c3.bed,ZNF616_hg38_c3.bed,0.001327,0.001756
CTCF_hg38_c3.bed,ZNF616_hg38_c3.bed,0.000554,0.000725
BRCA1_hg38_c3.bed,ZNF621_hg38_c3.bed,0.001765,0.002219
CTCF_hg38_c3.bed,ZNF621_hg38_c3.bed,0.001364,0.001856
BRCA1_hg38_c3.bed,ZNF622_hg38_c3.bed,0.001380,0.001635
CTCF_hg38_c3.bed,ZNF622_hg38_c3.bed,0.000189,0.000262
BRCA1_hg38_c3.bed,ZNF623_hg38_c3.bed,0.038369,0.050919
CTCF_hg38_c3.bed,ZNF623_hg38_c3.bed,0.008822,0.011989
BRCA1_hg38_c3.bed,ZNF624_hg38_c3.bed,0.023726,0.029922
CTCF_hg38_c3.bed,ZNF624_hg38_c3.bed,0.004507,0.006362
BRCA1_hg38_c3.bed,ZNF626_hg38_c3.bed,0.017448,0.022382
CTCF_hg38_c3.bed,ZNF626_hg38_c3.bed,0.002978,0.004359
BRCA1_hg38_c3.bed,ZNF627_hg38_c3.bed,0.000262,0.000356
CTCF_hg38_c3.bed,ZNF627_hg38_c3.bed,0.000054,0.000079
BRCA1_hg38_c3.bed,ZNF629_hg38_c3.bed,0.139348,0.179660
CTCF_hg38_c3.bed,ZNF629_hg38_c3.bed,0.074749,0.103926
BRCA1_hg38_c3.bed,ZNF639_hg38_c3.bed,0.171808,0.211614
CTCF_hg38_c3.bed,ZNF639_hg38_c3.bed,0.047424,0.067388
BRCA1_hg38_c3.bed,ZNF641_hg38_c3.bed,0.001028,0.001268
CTCF_hg38_c3.bed,ZNF641_hg38_c3.bed,0.000293,0.000370
BRCA1_hg38_c3.bed,ZNF644_hg38_c3.bed,0.023062,0.029540
CTCF_hg38_c3.bed,ZNF644_hg38_c3.bed,0.007364,0.010549
BRCA1_hg38_c3.bed,ZNF645_hg38_c3.bed,0.018254,0.022585
CTCF_hg38_c3.bed,ZNF645_hg38_c3.bed,0.003320,0.004567
BRCA1_hg38_c3.bed,ZNF649_hg38_c3.bed,0.001786,0.002183
CTCF_hg38_c3.bed,ZNF649_hg38_c3.bed,0.001007,0.001290
BRCA1_hg38_c3.bed,ZNF652_hg38_c3.bed,0.131950,0.167068
CTCF_hg38_c3.bed,ZNF652_hg38_c3.bed,0.056161,0.077791
BRCA1_hg38_c3.bed,ZNF654_hg38_c3.bed,0.060539,0.074580
CTCF_hg38_c3.bed,ZNF654_hg38_c3.bed,0.047834,0.064126
BRCA1_hg38_c3.bed,ZNF658_hg38_c3.bed,0.002153,0.002735
CTCF_hg38_c3.bed,ZNF658_hg38_c3.bed,0.000596,0.000839
BRCA1_hg38_c3.bed,ZNF660_hg38_c3.bed,0.176970,0.217508
CTCF_hg38_c3.bed,ZNF660_hg38_c3.bed,0.065646,0.093097
BRCA1_hg38_c3.bed,ZNF662_hg38_c3.bed,0.004481,0.005883
CTCF_hg38_c3.bed,ZNF662_hg38_c3.bed,0.001229,0.001714
BRCA1_hg38_c3.bed,ZNF664_hg38_c3.bed,0.040040,0.054686
CTCF_hg38_c3.bed,ZNF664_hg38_c3.bed,0.016721,0.022779
BRCA1_hg38_c3.bed,ZNF667_hg38_c3.bed,0.008347,0.011251
CTCF_hg38_c3.bed,ZNF667_hg38_c3.bed,0.003086,0.004082
BRCA1_hg38_c3.bed,ZNF669_hg38_c3.bed,0.002852,0.003720
CTCF_hg38_c3.bed,ZNF669_hg38_c3.bed,0.000463,0.000685
BRCA1_hg38_c3.bed,ZNF670_hg38_c3.bed,0.001077,0.001366
CTCF_hg38_c3.bed,ZNF670_hg38_c3.bed,0.000442,0.000597
BRCA1_hg38_c3.bed,ZNF671_hg38_c3.bed,0.014329,0.019254
CTCF_hg38_c3.bed,ZNF671_hg38_c3.bed,0.002994,0.004323
BRCA1_hg38_c3.bed,ZNF674_hg38_c3.bed,0.024448,0.031574
CTCF_hg38_c3.bed,ZNF674_hg38_c3.bed,0.005454,0.007517
BRCA1_hg38_c3.bed,ZNF675_hg38_c3.bed,0.010745,0.013463
CTCF_hg38_c3.bed,ZNF675_hg38_c3.bed,0.002470,0.003295
BRCA1_hg38_c3.bed,ZNF677_hg38_c3.bed,0.013344,0.015811
CTCF_hg38_c3.bed,ZNF677_hg38_c3.bed,0.002850,0.003717
BRCA1_hg38_c3.bed,ZNF680_hg38_c3.bed,0.023382,0.031877
CTCF_hg38_c3.bed,ZNF680_hg38_c3.bed,0.008568,0.011807
BRCA1_hg38_c3.bed,ZNF681_hg38_c3.bed,0.001011,0.001348
CTCF_hg38_c3.bed,ZNF681_hg38_c3.bed,0.000205,0.000288
BRCA1_hg38_c3.bed,ZNF684_hg38_c3.bed,0.000712,0.000891
CTCF_hg38_c3.bed,ZNF684_hg38_c3.bed,0.000247,0.000313
BRCA1_hg38_c3.bed,ZNF687_hg38_c3.bed,0.140180,0.174502
CTCF_hg38_c3.bed,ZNF687_hg38_c3.bed,0.049167,0.069267
BRCA1_hg38_c3.bed,ZNF692_hg38_c3.bed,0.162107,0.204316
CTCF_hg38_c3.bed,ZNF692_hg38_c3.bed,0.057216,0.081887
BRCA1_hg38_c3.bed,ZNF695_hg38_c3.bed,0.052509,0.068270
CTCF_hg38_c3.bed,ZNF695_hg38_c3.bed,0.012216,0.017669
BRCA1_hg38_c3.bed,ZNF696_hg38_c3.bed,0.002340,0.002901
CTCF_hg38_c3.bed,ZNF696_hg38_c3.bed,0.000572,0.000773
BRCA1_hg38_c3.bed,ZNF697_hg38_c3.bed,0.163945,0.207255
CTCF_hg38_c3.bed,ZNF697_hg38_c3.bed,0.041755,0.057988
BRCA1_hg38_c3.bed,ZNF700_hg38_c3.bed,0.012897,0.016690
CTCF_hg38_c3.bed,ZNF700_hg38_c3.bed,0.004041,0.005670
BRCA1_hg38_c3.bed,ZNF701_hg38_c3.bed,0.006042,0.007790
CTCF_hg38_c3.bed,ZNF701_hg38_c3.bed,0.001330,0.001857
BRCA1_hg38_c3.bed,ZNF704_hg38_c3.bed,0.006583,0.008966
CTCF_hg38_c3.bed,ZNF704_hg38_c3.bed,0.000791,0.001205
BRCA1_hg38_c3.bed,ZNF707_hg38_c3.bed,0.005500,0.006973
CTCF_hg38_c3.bed,ZNF707_hg38_c3.bed,0.001925,0.002574
BRCA1_hg38_c3.bed,ZNF708_hg38_c3.bed,0.004785,0.006117
CTCF_hg38_c3.bed,ZNF708_hg38_c3.bed,0.001237,0.001653
BRCA1_hg38_c3.bed,ZNF711_hg38_c3.bed,0.118503,0.158286
CTCF_hg38_c3.bed,ZNF711_hg38_c3.bed,0.033575,0.047373
BRCA1_hg38_c3.bed,ZNF714_hg38_c3.bed,0.004998,0.006761
CTCF_hg38_c3.bed,ZNF714_hg38_c3.bed,0.001036,0.001489
BRCA1_hg38_c3.bed,ZNF716_hg38_c3.bed,0.002566,0.003507
CTCF_hg38_c3.bed,ZNF716_hg38_c3.bed,0.000811,0.001105
BRCA1_hg38_c3.bed,ZNF730_hg38_c3.bed,0.002673,0.003411
CTCF_hg38_c3.bed,ZNF730_hg38_c3.bed,0.000778,0.001037
BRCA1_hg38_c3.bed,ZNF736_hg38_c3.bed,0.029751,0.040230
CTCF_hg38_c3.bed,ZNF736_hg38_c3.bed,0.021079,0.026569
BRCA1_hg38_c3.bed,ZNF737_hg38_c3.bed,0.067383,0.086832
CTCF_hg38_c3.bed,ZNF737_hg38_c3.bed,0.021464,0.028823
BRCA1_hg38_c3.bed,ZNF740_hg38_c3.bed,0.024789,0.028957
CTCF_hg38_c3.bed,ZNF740_hg38_c3.bed,0.005266,0.006942
BRCA1_hg38_c3.bed,ZNF747_hg38_c3.bed,0.002006,0.002457
CTCF_hg38_c3.bed,ZNF747_hg38_c3.bed,0.000769,0.001044
BRCA1_hg38_c3.bed,ZNF749_hg38_c3.bed,0.000367,0.000469
CTCF_hg38_c3.bed,ZNF749_hg38_c3.bed,0.000111,0.000137
BRCA1_hg38_c3.bed,ZNF750_hg38_c3.bed,0.105081,0.137535
CTCF_hg38_c3.bed,ZNF750_hg38_c3.bed,0.045496,0.063039
BRCA1_hg38_c3.bed,ZNF75A_hg38_c3.bed,0.045595,0.063645
CTCF_hg38_c3.bed,ZNF75A_hg38_c3.bed,0.005073,0.008221
BRCA1_hg38_c3.bed,ZNF764_hg38_c3.bed,0.038492,0.048581
CTCF_hg38_c3.bed,ZNF764_hg38_c3.bed,0.007065,0.009832
BRCA1_hg38_c3.bed,ZNF765_hg38_c3.bed,0.008740,0.011201
CTCF_hg38_c3.bed,ZNF765_hg38_c3.bed,0.001577,0.002243
BRCA1_hg38_c3.bed,ZNF766_hg38_c3.bed,0.141371,0.183417
CTCF_hg38_c3.bed,ZNF766_hg38_c3.bed,0.034967,0.049002
BRCA1_hg38_c3.bed,ZNF768_hg38_c3.bed,0.015255,0.020318
CTCF_hg38_c3.bed,ZNF768_hg38_c3.bed,0.004913,0.006547
BRCA1_hg38_c3.bed,ZNF76_hg38_c3.bed,0.167004,0.212476
CTCF_hg38_c3.bed,ZNF76_hg38_c3.bed,0.059477,0.081515
BRCA1_hg38_c3.bed,ZNF770_hg38_c3.bed,0.080997,0.114241
CTCF_hg38_c3.bed,ZNF770_hg38_c3.bed,0.056545,0.076662
BRCA1_hg38_c3.bed,ZNF774_hg38_c3.bed,0.000611,0.000743
CTCF_hg38_c3.bed,ZNF774_hg38_c3.bed,0.000123,0.000164
BRCA1_hg38_c3.bed,ZNF776_hg38_c3.bed,0.004379,0.005734
CTCF_hg38_c3.bed,ZNF776_hg38_c3.bed,0.002065,0.002763
BRCA1_hg38_c3.bed,ZNF777_hg38_c3.bed,0.160362,0.202905
CTCF_hg38_c3.bed,ZNF777_hg38_c3.bed,0.037641,0.052169
BRCA1_hg38_c3.bed,ZNF778_hg38_c3.bed,0.055341,0.073673
CTCF_hg38_c3.bed,ZNF778_hg38_c3.bed,0.013715,0.019824
BRCA1_hg38_c3.bed,ZNF77_hg38_c3.bed,0.106926,0.145752
CTCF_hg38_c3.bed,ZNF77_hg38_c3.bed,0.082505,0.110533
BRCA1_hg38_c3.bed,ZNF780A_hg38_c3.bed,0.002856,0.003811
CTCF_hg38_c3.bed,ZNF780A_hg38_c3.bed,0.000900,0.001238
BRCA1_hg38_c3.bed,ZNF781_hg38_c3.bed,0.001977,0.002579
CTCF_hg38_c3.bed,ZNF781_hg38_c3.bed,0.000870,0.001074
BRCA1_hg38_c3.bed,ZNF783_hg38_c3.bed,0.035028,0.042080
CTCF_hg38_c3.bed,ZNF783_hg38_c3.bed,0.005133,0.006868
BRCA1_hg38_c3.bed,ZNF784_hg38_c3.bed,0.011145,0.014910
CTCF_hg38_c3.bed,ZNF784_hg38_c3.bed,0.001275,0.001985
BRCA1_hg38_c3.bed,ZNF785_hg38_c3.bed,0.054995,0.069954
CTCF_hg38_c3.bed,ZNF785_hg38_c3.bed,0.009186,0.013165
BRCA1_hg38_c3.bed,ZNF786_hg38_c3.bed,0.161760,0.204218
CTCF_hg38_c3.bed,ZNF786_hg38_c3.bed,0.041273,0.058737
BRCA1_hg38_c3.bed,ZNF789_hg38_c3.bed,0.000208,0.000223
CTCF_hg38_c3.bed,ZNF789_hg38_c3.bed,0.000159,0.000175
BRCA1_hg38_c3.bed,ZNF791_hg38_c3.bed,0.007160,0.009137
CTCF_hg38_c3.bed,ZNF791_hg38_c3.bed,0.002701,0.003561
BRCA1_hg38_c3.bed,ZNF792_hg38_c3.bed,0.043390,0.056697
CTCF_hg38_c3.bed,ZNF792_hg38_c3.bed,0.007648,0.011108
BRCA1_hg38_c3.bed,ZNF799_hg38_c3.bed,0.000296,0.000378
CTCF_hg38_c3.bed,ZNF799_hg38_c3.bed,0.000138,0.000168
BRCA1_hg38_c3.bed,ZNF79_hg38_c3.bed,0.054262,0.070733
CTCF_hg38_c3.bed,ZNF79_hg38_c3.bed,0.014485,0.020504
BRCA1_hg38_c3.bed,ZNF7_hg38_c3.bed,0.086325,0.116024
CTCF_hg38_c3.bed,ZNF7_hg38_c3.bed,0.154706,0.200791
BRCA1_hg38_c3.bed,ZNF800_hg38_c3.bed,0.143825,0.179293
CTCF_hg38_c3.bed,ZNF800_hg38_c3.bed,0.033706,0.047592
BRCA1_hg38_c3.bed,ZNF808_hg38_c3.bed,0.002003,0.002544
CTCF_hg38_c3.bed,ZNF808_hg38_c3.bed,0.000771,0.001013
BRCA1_hg38_c3.bed,ZNF816_hg38_c3.bed,0.014120,0.018790
CTCF_hg38_c3.bed,ZNF816_hg38_c3.bed,0.002733,0.003948
BRCA1_hg38_c3.bed,ZNF81_hg38_c3.bed,0.014350,0.019082
CTCF_hg38_c3.bed,ZNF81_hg38_c3.bed,0.002820,0.004057
BRCA1_hg38_c3.bed,ZNF823_hg38_c3.bed,0.004918,0.006113
CTCF_hg38_c3.bed,ZNF823_hg38_c3.bed,0.005202,0.006192
BRCA1_hg38_c3.bed,ZNF830_hg38_c3.bed,0.013591,0.017705
CTCF_hg38_c3.bed,ZNF830_hg38_c3.bed,0.003148,0.004477
BRCA1_hg38_c3.bed,ZNF837_hg38_c3.bed,0.008800,0.010575
CTCF_hg38_c3.bed,ZNF837_hg38_c3.bed,0.001334,0.001799
BRCA1_hg38_c3.bed,ZNF83_hg38_c3.bed,0.031735,0.040129
CTCF_hg38_c3.bed,ZNF83_hg38_c3.bed,0.007539,0.010701
BRCA1_hg38_c3.bed,ZNF843_hg38_c3.bed,0.142226,0.179582
CTCF_hg38_c3.bed,ZNF843_hg38_c3.bed,0.030774,0.045112
BRCA1_hg38_c3.bed,ZNF846_hg38_c3.bed,0.009448,0.012144
CTCF_hg38_c3.bed,ZNF846_hg38_c3.bed,0.001226,0.001801
BRCA1_hg38_c3.bed,ZNF84_hg38_c3.bed,0.144306,0.182110
